1.118182062636964069e+00 1.770627127729278882e+01 2.724506470890512150e-02 8.517873025308139723e-03 5.251269993926502115e-03 8.981222620639593757e+00 2.799061230542663342e-02 1.192388453136780310e-02 2.414652732646933864e-02
1.373905770350599020e+00 1.623945901251804713e+01 3.176477787413588272e-02 -6.910087463207792956e-03 2.951993615769638382e-02 8.751148223399194848e+00 1.682676335922474176e-02 1.640706938084958780e-02 1.479419749795674206e-02
1.688194239047310585e+00 1.449603226822373969e+01 2.829153566348254281e-02 1.012648289980707175e-02 -2.383406834778663969e-02 8.614352039677351414e+00 9.330616055910921636e-03 1.164336091486109850e-02 1.411494842851926217e-02
2.074227982823953820e+00 1.303310679312389198e+01 2.597843417412772776e-02 9.065708116657383853e-03 1.043317951467465088e-02 8.381646198298133399e+00 1.085192309270697694e-02 8.802090334785310846e-03 8.285730971320948851e-03
2.548023244834573653e+00 1.145823786025868429e+01 1.484650079623954858e-02 1.787234390838351658e-02 -2.776805329413791195e-03 8.464949371128517086e+00 9.568834832029428014e-03 8.937841343335256247e-03 1.052527944339948229e-02
3.129910901910132548e+00 1.008641459791974171e+01 1.909118319465348199e-02 1.583950167999971514e-02 -6.866960064405324901e-03 8.150487371984260321e+00 9.039822440809352003e-03 6.608252121915889066e-03 1.024105378467390220e-02
3.845946257126518386e+00 8.492670273003106729e+00 2.596204473095125448e-02 5.043557349235289720e-03 -2.218267405420770201e-03 7.995967841107118446e+00 6.727975460645205762e-03 6.277266721274448250e-03 4.883040462597003188e-03
4.725869493110367969e+00 7.561744319776320111e+00 1.467022443552736151e-02 1.878712867994223115e-02 -3.306592903620138475e-03 8.002294139339149126e+00 5.492591905725476183e-03 5.353437366531877718e-03 3.413332286858090491e-03
5.805191732570529339e+00 6.464863773692446358e+00 1.166497213001587395e-02 1.144302765585649903e-02 1.469401740577453049e-03 7.790398321750141797e+00 5.769673571234773361e-03 3.996780923600915490e-03 5.701649176891492379e-03
7.131914690612433994e+00 5.125056463623618441e+00 1.391066212706247932e-02 1.244460537437848055e-02 1.539540454298534821e-03 7.496004524079968867e+00 3.324041182572574915e-03 5.031085490647700664e-03 2.480117110114982235e-03
8.763416335831083259e+00 4.181013856772448634e+00 1.323421965335030460e-02 1.502135588562393889e-02 -1.488956114260659141e-03 7.217817172041009144e+00 2.883658825461106467e-03 3.012840092612462106e-03 2.537808123058592734e-03
1.076614741713864198e+01 3.331662957490610921e+00 1.535205945819612984e-02 1.344645085527800508e-02 1.221618527012026303e-03 6.908060959063039519e+00 2.884389416319267478e-03 3.892538096655990577e-03 2.606380593778889927e-03
1.322942278657347082e+01 2.614834005402499884e+00 1.521480517566835278e-02 1.322435173690129570e-02 1.110150033974451793e-03 6.645848578358855008e+00 3.211013028773514362e-03 3.307792807860611244e-03 1.600865784308881006e-03
1.625216953908267215e+01 1.980109912083101165e+00 1.082416533856447524e-02 1.112022750658682099e-02 -5.310181299771029369e-04 6.275994991592335204e+00 2.452413480358657440e-03 2.181941282196237907e-03 1.601337980311364189e-03
1.996820966824293819e+01 9.414014993606834025e-01 1.123262141378424638e-02 9.510178944014357344e-03 -7.681218582333669423e-04 5.684544338160942623e+00 2.195412133068634121e-03 2.148941436405370740e-03 1.759188377058439013e-03
2.453443435624419422e+01 3.355656936403406121e-01 1.196563820752747850e-02 1.020329585556385178e-02 -5.593054056839809416e-04 5.059261692717619496e+00 2.227707461071373567e-03 2.426283516808779364e-03 1.289807956366342476e-03
3.014475715765208719e+01 -1.378586855505492537e-01 1.191857815439250311e-02 1.050203066943936232e-02 -1.267852719675123399e-03 4.308987078441321117e+00 1.935754988828731604e-03 1.998407369655146558e-03 1.068759773524388928e-03
3.703645462112193343e+01 -2.905359773097782039e-01 9.823576880228775815e-03 1.039999204735829810e-02 -5.809725944713966085e-04 3.546607048124150730e+00 1.402127020400878660e-03 1.428034887677896801e-03 8.445805436662453180e-04
4.550672756815088604e+01 -6.170523619945100791e-01 1.008294974913478970e-02 1.032418944461166790e-02 -7.143232647435033764e-04 3.238930884475515803e+00 1.326126438687797197e-03 1.232212631978293806e-03 7.053506674129212490e-04
